Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled,Success,6,0,2017-01-09 13:42:49 -0700,2017-01-09 13:51:13 -0700,0:00:00
NewFolder/Untitled,Success,10,0,2016-06-06 16:32:07 -0600,2017-01-09 13:42:01 -0700,0:00:00
