Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled4,Success,1,0,2017-02-16 13:36:58 -0700,2017-02-16 13:36:58 -0700,0:01:19
Untitled,Success,4,0,2017-02-14 08:42:34 -0700,2017-02-14 10:31:31 -0700,0:00:05
