2016-12-15 12:40:56.994 -0700	START		Running Untitled5.script
2016-12-15 12:40:57.387 -0700	connect		10.1.11.186:(null)	1	on_untitled5	Untitled5.script
2016-12-15 12:40:57.399 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:40:57.400 -0700	Log		that took 0.012602 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:40:58.114 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:40:58.830 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:40:59.544 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:40:59.545 -0700	Log		that took 0.714313 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:00.260 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:00.974 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:01.689 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:01.689 -0700	Log		that took 0.714596 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:02.404 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:03.117 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:03.832 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:03.833 -0700	Log		that took 0.715022 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:04.544 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:05.260 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:05.972 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:05.973 -0700	Log		that took 0.711727 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:06.686 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:07.398 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:08.114 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:08.115 -0700	Log		that took 0.715487 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:08.830 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:09.544 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:10.258 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:10.259 -0700	Log		that took 0.714832 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:10.971 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:11.682 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:12.398 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:12.398 -0700	Log		that took 0.714969 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:13.111 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:13.825 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:14.539 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:14.540 -0700	Log		that took 0.713958 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:15.254 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:15.968 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:16.685 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:16.685 -0700	Log		that took 0.716156 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:17.400 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:18.114 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:18.830 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:18.831 -0700	Log		that took 0.7159 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:19.545 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:20.257 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:20.971 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:20.972 -0700	Log		that took 0.713644 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:21.684 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:22.398 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:23.114 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:23.115 -0700	Log		that took 0.716115 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:23.829 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:24.540 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:25.256 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:25.257 -0700	Log		that took 0.715877 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:25.972 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:26.688 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:27.401 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:27.402 -0700	Log		that took 0.712823 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:28.115 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:28.830 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:29.546 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:29.547 -0700	Log		that took 0.715829 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:30.258 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:30.972 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:31.688 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:31.688 -0700	Log		that took 0.715197 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:32.400 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:33.115 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:33.830 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
2016-12-15 12:41:33.831 -0700	Log		that took 0.715004 seconds	6	on_untitled5	Untitled5.script
2016-12-15 12:41:34.544 -0700	moveto		at (144, 9)	7	on_untitled5	Untitled5.script
2016-12-15 12:41:35.259 -0700	moveto		at (187, 9)	8	on_untitled5	Untitled5.script
2016-12-15 12:41:35.973 -0700	moveto		at (200, 200)	5	on_untitled5	Untitled5.script
