Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled1,Success,3,1,2017-01-20 09:46:23 -0700,2017-01-20 09:47:00 -0700,0:00:03
Untitled2,Success,2,0,2017-01-26 09:07:43 -0700,2017-01-26 09:07:59 -0700,0:00:00
Untitled10,Success,1,0,2017-01-19 14:58:42 -0700,2017-01-19 14:58:42 -0700,0:00:34
Untitled45,Success,1,0,2017-01-30 15:21:43 -0700,2017-01-30 15:21:43 -0700,0:00:02
Untitled8,Success,5,1,2017-01-19 14:43:11 -0700,2017-01-19 14:45:58 -0700,0:00:04
Untitled,Success,9,0,2017-01-17 12:01:38 -0700,2017-01-26 09:08:09 -0700,0:00:00
hello,Success,2,0,2017-01-26 10:41:08 -0700,2017-01-26 10:42:23 -0700,0:00:00
NewFolder/Untitled1,Success,3,0,2017-01-30 15:03:02 -0700,2017-01-30 15:07:04 -0700,0:01:35
Untitled16,Success,2,0,2017-01-26 10:42:06 -0700,2017-01-26 10:42:24 -0700,0:00:00
