Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled2,Success,7,0,2016-11-01 12:36:46 -0600,2016-11-01 12:53:35 -0600,0:00:08
MacSUT,Success,4,0,2016-11-04 10:36:10 -0600,2016-11-04 11:06:50 -0600,0:01:31
Untitled,Success,1,0,2016-10-24 12:06:44 -0600,2016-10-24 12:06:44 -0600,0:00:03
Untitled1,Success,2,0,2016-10-28 14:58:14 -0600,2016-10-28 14:59:10 -0600,0:00:03
NewFolder/Untitled,Failure,4,1,2016-10-12 09:06:18 -0600,2016-10-12 09:11:00 -0600,0:00:06
