Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-19 10:32:16.941 -0600,"Success",0:00:00,0,0,0,"20160519_103216.941/LogFile.txt","","",1
2016-05-19 10:32:40.576 -0600,"Success",0:00:00,0,0,0,"20160519_103240.576/LogFile.txt","","",1
2017-02-08 15:43:36.847 -0700,"Failure",0:00:00,1,0,0,"20170208_154336.847/LogFile.txt","","SenseTalk Compiler Exception -- in untitled1:\nSyntax Error at line 4: Syntax Error - can't understand ""runners"" at or near character 31",0
