Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled1,Success,1,0,2017-01-19 14:31:50 -0700,2017-01-19 14:31:50 -0700,0:00:01
Untitled,Success,42,28,2017-01-18 09:20:08 -0700,2017-01-25 10:54:48 -0700,0:00:03
