Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-11-01 09:41:41.876 -0600,"Success",0:00:04,0,0,0,"20161101_094141.876/LogFile.txt","","",1
2016-11-02 11:02:31.232 -0600,"Success",0:00:02,0,0,0,"20161102_110231.232/LogFile.txt","","",1
