Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-12-06 23:05:58.708 -0700,"Success",0:00:00,0,0,0,"20161206_230558.708/LogFile.txt","","",1
2016-12-21 14:26:28.655 -0700,"Success",0:00:00,0,0,0,"20161221_142628.655/LogFile.txt","","",1
2016-12-28 14:07:17.214 -0700,"Success",0:00:00,0,0,0,"20161228_140717.214/LogFile.txt","","",1
2016-12-28 14:07:23.186 -0700,"Success",0:00:00,0,0,0,"20161228_140723.186/LogFile.txt","","",1
