Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled7,Success,1,0,2017-02-21 16:26:10 -0700,2017-02-21 16:26:10 -0700,0:00:01
Untitled,Success,1,0,2017-02-21 16:08:13 -0700,2017-02-21 16:08:13 -0700,0:00:00
